#lon(degE) lat(degN)
59.6026 24.3113
58.7157 24.3633
57.8316 24.4427
57.3454 24.7884
57.1214 25.5518
56.9921 26.5452
56.8753 27.3007
56.4233 27.3685
55.6618 26.9471
54.7283 26.6679
53.8601 26.7173
53.2406 27.1213
52.5038 27.5611
51.9120 27.9573
51.2830 28.4873
50.9981 29.0719
51.0573 29.5780
50.4526 30.1031
49.4919 30.8016
49.0360 31.6214
48.4892 32.2374
48.1702 32.3082
47.7702 32.3111
47.4107 32.4479
46.6076 32.8874
45.9177 33.3905
45.5052 33.8933
44.8755 34.7625
44.2301 35.7624
43.5008 36.3857
42.5936 36.9994
41.4411 37.2616
40.5053 37.3565
39.4160 37.2356
38.6156 36.7532
37.7741 35.9254
36.8143 35.5551
35.7040 34.9265
nan nan
58.2392 12.7455
58.4374 13.6449
58.7457 14.2549
59.1069 15.1945
59.4722 16.0326
59.6554 16.7942
59.9202 17.4797
60.2138 18.2410
60.4557 18.7989
60.9707 19.8120
61.4902 20.6457
61.8475 21.1244
62.0957 21.4260
62.1311 22.0841
62.8788 22.6822
63.6302 23.2011
64.2753 23.6938
65.0282 24.3824
nan nan
92.2781 6.9476
92.4681 6.4867
92.5823 6.1399
92.6712 5.8306
92.8044 5.4518
92.9377 5.0790
92.8996 4.7060
92.9208 4.2632
93.1323 3.7990
93.4284 3.3979
93.7668 3.0389
93.9783 2.8489
94.2744 2.6587
94.5071 2.4897
nan nan
94.5071 2.4897
94.8455 2.3418
95.1649 2.1727
95.3743 1.9825
95.5202 1.8429
95.6852 1.6527
95.8311 1.5005
95.9771 1.3228
96.0849 1.1642
96.2245 0.9739
96.3451 0.7899
96.4530 0.6313
96.5355 0.5108
96.6053 0.3712
96.6687 0.2887
96.7449 0.1174
96.8273 0.0158
96.9162 -0.1238
96.9987 -0.2760
97.0621 -0.3966
97.1383 -0.5298
97.2461 -0.7075
97.3857 -0.9169
97.5190 -1.1643
97.6522 -1.3609
97.7474 -1.5322
97.8616 -1.6844
98.0139 -1.9254
98.1979 -2.2044
98.4454 -2.5721
98.6104 -2.7813
98.7817 -3.0031
98.9466 -3.1615
99.1624 -3.4719
99.3908 -3.7632
99.5558 -4.0037
99.7588 -4.2189
99.9682 -4.4847
100.1460 -4.7629
100.3550 -5.0285
100.5710 -5.2307
100.7680 -5.4834
101.0150 -5.7802
101.2310 -6.0516
101.4530 -6.3165
101.6050 -6.5057
101.7700 -6.7074
102.0490 -6.9531
102.3350 -7.1609
102.5190 -7.2742
102.7790 -7.4630
103.1660 -7.7083
103.4770 -7.8340
103.5410 -7.8654
104.0740 -8.1168
104.4540 -8.2738
104.9810 -8.5688
105.5900 -8.9263
106.1230 -9.2396
106.3450 -9.3711
106.8270 -9.6652
107.3790 -9.8903
107.8360 -10.0528
108.3630 -10.1777
109.0670 -10.3276
109.6260 -10.3713
110.1590 -10.4399
110.6150 -10.4773
111.0150 -10.4773
111.5230 -10.5772
112.1700 -10.6520
112.5630 -10.7580
113.2040 -10.8702
113.7560 -10.9636
114.4100 -11.0882
115.0130 -11.1505
115.5710 -11.2189
116.1740 -11.2750
116.8530 -11.3310
117.5760 -11.3372
118.2360 -11.3869
118.7500 -11.3621
119.2700 -11.3932
119.8410 -11.4616
120.4510 -11.5238
121.1100 -11.4927
121.7830 -11.4118
122.6270 -11.1878
123.2170 -10.9948
123.9600 -10.7081
124.7340 -10.3900
125.1590 -10.1590
125.4820 -9.9840
125.8690 -9.7840
126.3330 -9.5964
126.8530 -9.3898
127.4300 -9.2208
127.9000 -9.1331
128.3760 -9.0955
129.1060 -9.0203
129.8610 -8.9262
130.5400 -8.7256
130.9330 -8.5625
131.4150 -8.2675
nan nan
131.4150 -8.2675
131.7580 -7.9219
131.9990 -7.6076
132.3100 -7.2867
132.6460 -6.8522
132.8300 -6.6191
133.0650 -6.3606
133.3030 -6.1107
133.8260 -5.6433
134.1860 -5.0747
134.5030 -4.6110
135.2650 -4.0838
136.0050 -3.4717
136.5970 -3.1338
137.3590 -2.7747
138.1020 -2.5488
nan nan
165.0020 -46.7200
164.8750 -47.1091
164.7520 -47.2269
164.6720 -47.7622
164.5130 -47.9569
164.3390 -48.2278
164.2380 -48.4841
164.1500 -48.6385
163.9500 -48.8713
163.8420 -49.0386
163.7220 -49.3836
163.6840 -49.3970
163.3940 -49.4656
163.1060 -49.5969
163.1490 -49.7359
162.8460 -50.1078
162.5970 -50.5038
162.5410 -50.7183
nan nan
162.5410 -50.7183
162.5240 -50.7837
162.2670 -51.0649
162.1690 -51.2304
162.0710 -51.5482
161.7670 -51.8793
161.5210 -51.7907
161.4380 -51.9684
161.4170 -52.0318
161.3350 -52.1586
161.2300 -52.3488
161.0210 -52.4243
160.7890 -52.6389
160.3410 -52.9780
160.1680 -53.1031
159.9200 -53.5189
159.5810 -53.9455
159.5490 -54.1608
159.3230 -54.7535
159.3010 -55.1466
159.1480 -55.4865
158.8410 -55.7214
158.5650 -55.7913
158.3270 -55.9378
158.0490 -56.0065
157.8210 -56.0126
157.7410 -56.3659
157.6970 -56.5804
157.5820 -57.0215
157.3970 -57.2188
157.3450 -57.4712
157.4700 -57.8309
157.5190 -58.0357
157.7150 -58.4482
157.9960 -58.7991
158.0580 -58.9151
158.3370 -59.0873
158.7830 -59.3894
159.4420 -59.6300
159.6650 -59.6714
159.7600 -59.7869
159.9280 -59.9540
160.7400 -61.0526
161.1290 -61.3842
161.2280 -61.4567
nan nan
165.0020 -46.7203
165.2160 -46.3752
165.4390 -46.1519
165.7790 -45.8098
166.0520 -45.5961
166.4450 -45.3133
166.7640 -45.0579
167.1000 -44.8262
167.3680 -44.6478
167.6880 -44.4660
168.0810 -44.3297
168.4880 -44.1660
168.7700 -44.0215
nan nan
168.7700 -44.0215
169.1360 -43.8453
169.6470 -43.5943
170.1030 -43.3578
170.6380 -43.0879
170.9950 -42.9318
171.2770 -42.7430
171.4730 -42.6755
171.8590 -42.6156
172.5930 -42.4830
173.1260 -42.3917
173.7240 -42.2908
174.3040 -42.2013
174.9880 -42.1219
175.5030 -42.0593
nan nan
175.5030 -42.0593
176.0810 -41.9100
176.6730 -41.7560
177.1230 -41.6566
177.6070 -41.4997
178.0150 -41.1879
178.2840 -40.8071
178.5660 -40.4240
178.7920 -40.0870
178.9500 -39.6848
179.1250 -39.2296
179.2150 -38.8885
179.3660 -38.5380
179.5690 -38.2045
179.8380 -37.4758
nan nan
-179.8110 -36.7930
-179.3710 -36.1790
-179.0440 -35.5423
-178.6410 -35.0218
-178.5390 -34.7058
-178.4130 -34.4854
-178.2940 -34.2413
-178.2080 -33.8459
-177.9810 -33.5795
-177.8100 -33.1908
-177.6660 -32.6959
-177.6490 -32.2028
-177.5380 -31.9574
-177.3010 -31.7932
-177.1080 -31.4517
-176.9190 -31.0374
-176.6900 -30.6779
-176.5470 -30.3215
-176.3390 -29.8808
-176.1530 -29.4691
-176.0780 -29.0653
-175.9950 -28.6971
-175.8850 -28.2638
-175.7850 -27.7843
-175.5450 -27.3180
-175.4000 -26.8569
-175.4230 -26.4372
-175.4150 -26.0248
-175.3820 -25.7295
-175.2970 -25.4257
-175.2610 -25.1425
-175.2290 -24.8362
-175.2090 -24.4719
-175.1020 -24.0701
-174.9670 -23.7483
-174.8420 -23.5126
-174.6630 -23.2205
-174.4890 -22.9058
-174.3230 -22.6169
-174.1390 -22.2898
-173.9520 -21.9153
-173.8180 -21.5263
-173.7030 -21.2476
-173.5510 -20.8926
-173.4030 -20.5862
-173.2180 -20.2040
-173.0530 -19.7788
-172.9700 -19.4608
-172.8740 -19.0710
-172.7860 -18.7769
-172.6980 -18.4832
-172.5910 -18.1523
-172.5400 -17.9348
-172.4450 -17.6766
-172.3740 -17.2706
-172.3350 -16.9629
-172.3110 -16.7157
-172.3070 -16.3319
-172.3000 -16.0410
-172.3310 -15.7320
-172.3550 -15.5611
-172.4280 -15.3734
-172.6020 -15.1514
-172.7740 -15.0330
-172.9390 -14.8669
-173.1300 -14.7848
-173.2730 -14.6967
-173.4070 -14.5840
nan nan
172.4450 -23.1821
173.9660 -21.5355
175.8830 -19.2362
177.1360 -17.3832
178.2390 -16.2146
179.6570 -15.7552
nan nan
-178.1300 -15.2359
-176.7540 -14.7745
-175.8650 -14.4781
-174.7540 -14.3339
-174.0830 -14.3791
-173.4070 -14.5840
nan nan
146.8540 -6.9159
146.8900 -6.9662
146.9380 -6.9923
147.0110 -7.0315
147.0720 -7.0703
147.1460 -7.0849
147.2320 -7.1245
147.2800 -7.1630
147.3420 -7.1772
147.4150 -7.2042
147.4770 -7.2184
147.5380 -7.2450
147.6240 -7.2723
147.6980 -7.2992
147.7600 -7.3258
147.8330 -7.3528
147.9320 -7.3805
148.0070 -7.3828
148.0690 -7.3971
148.1800 -7.4128
148.2550 -7.4274
148.3420 -7.4300
148.3920 -7.4315
148.4790 -7.4218
148.5420 -7.3989
148.6050 -7.3883
148.6550 -7.3898
148.7050 -7.3789
148.7800 -7.3810
148.8550 -7.3708
148.9550 -7.3736
149.0190 -7.3382
149.1070 -7.3159
149.2070 -7.3186
149.2710 -7.2831
149.3590 -7.2483
149.4460 -7.2631
149.5220 -7.2278
149.5980 -7.2050
149.6860 -7.1948
149.7870 -7.1601
149.8630 -7.1372
150.0020 -7.1158
150.0780 -7.0804
150.1540 -7.0573
150.2300 -7.0094
150.3060 -6.9739
150.4580 -6.9401
150.5220 -6.8792
150.5980 -6.8311
150.7120 -6.8087
150.8010 -6.7484
150.8900 -6.6879
150.9920 -6.6527
151.1060 -6.6051
151.1700 -6.5565
151.3220 -6.4972
151.4230 -6.4617
151.4990 -6.4257
151.5760 -6.3772
151.6650 -6.3163
151.7540 -6.2805
151.8170 -6.2441
151.8690 -6.1950
151.9320 -6.1586
152.0090 -6.1224
152.0850 -6.0987
152.1860 -6.0629
152.2620 -6.0141
152.3890 -5.9911
152.5280 -5.9809
152.6910 -5.9961
152.8050 -6.0104
152.9680 -6.0758
153.0430 -6.1021
153.1310 -6.1411
153.2690 -6.2061
153.3440 -6.2575
153.4310 -6.3091
153.5190 -6.3482
153.6190 -6.4377
153.6690 -6.5014
153.7940 -6.5788
153.8940 -6.6810
154.0190 -6.7710
154.1190 -6.8606
154.1810 -6.9371
154.2560 -7.0138
154.3190 -7.0777
154.3930 -7.1796
154.4690 -7.2312
154.5690 -7.3209
154.6690 -7.3981
154.7950 -7.5134
154.8960 -7.5654
154.9960 -7.6300
155.1470 -7.7710
155.2730 -7.8359
155.3240 -7.8745
155.3740 -7.8879
155.4380 -7.9140
155.5260 -7.9532
155.6410 -7.9927
155.7420 -8.0446
155.8690 -8.1095
155.9830 -8.1616
156.0970 -8.2264
156.1980 -8.2909
156.3250 -8.3558
156.4330 -8.4204
156.5400 -8.4976
156.6040 -8.5237
156.7060 -8.5629
156.7820 -8.6018
156.8580 -8.6154
156.9350 -8.6416
157.0490 -8.7062
157.1770 -8.7456
157.2410 -8.7843
157.3170 -8.8231
157.4190 -8.9002
157.5720 -8.9651
157.6480 -9.0039
157.7240 -9.0680
157.8270 -9.1071
157.9160 -9.1586
157.9920 -9.2100
158.0560 -9.2487
158.1450 -9.3128
158.2730 -9.3901
158.3880 -9.4418
158.4780 -9.4806
158.5800 -9.5068
158.7090 -9.5459
158.7730 -9.5590
158.8500 -9.5850
158.9260 -9.6236
159.0030 -9.6495
159.0680 -9.6880
159.1190 -9.7264
159.1700 -9.7648
159.2210 -9.8285
159.2850 -9.8797
159.3620 -9.9309
159.4390 -9.9695
159.5030 -10.0206
159.5800 -10.0844
159.6440 -10.1229
159.7080 -10.1739
159.7720 -10.1997
159.8370 -10.2507
159.9140 -10.2765
159.9780 -10.3149
160.0680 -10.3787
160.1320 -10.4170
160.2100 -10.4681
160.2870 -10.5192
160.3640 -10.5702
160.4930 -10.6341
160.5440 -10.6723
160.6220 -10.7233
160.7250 -10.7870
160.7760 -10.8379
160.8670 -10.9142
160.9310 -10.9651
160.9960 -11.0287
161.0600 -11.0541
161.1250 -11.1304
161.2020 -11.1685
161.3060 -11.1940
161.3840 -11.2321
161.4610 -11.2448
161.5520 -11.2829
161.7200 -11.3209
161.7980 -11.3589
161.9010 -11.3968
162.0180 -11.4220
162.1090 -11.4345
162.2250 -11.4216
162.3540 -11.4212
162.4840 -11.4208
162.6260 -11.3823
162.8330 -11.3560
163.0530 -11.3106
163.1950 -11.2908
163.3110 -11.2647
163.5050 -11.2381
163.6990 -11.1987
163.8540 -11.1848
163.9960 -11.1583
164.1510 -11.1443
164.2670 -11.1179
164.4090 -11.0913
164.5120 -11.0903
164.6410 -11.1143
164.7580 -11.1637
164.9010 -11.2002
165.0700 -11.2869
165.2520 -11.4113
165.3960 -11.5487
165.5140 -11.6864
165.6210 -11.8875
165.7150 -12.1266
165.7700 -12.3157
165.8380 -12.5171
165.8940 -12.7440
165.9090 -12.8703
165.9520 -13.0721
166.0200 -13.2608
166.0900 -13.5126
166.1320 -13.6763
166.1610 -13.8276
166.2040 -13.9913
166.2340 -14.1805
166.2500 -14.3447
166.2520 -14.4205
166.2680 -14.5594
166.2710 -14.6859
166.2620 -14.8885
166.2130 -15.0413
166.2280 -15.1296
166.2170 -15.2437
166.1930 -15.3454
166.2090 -15.4337
166.2250 -15.5599
166.2270 -15.6737
166.2700 -15.7993
166.2850 -15.8875
166.3400 -15.9749
166.3950 -16.0875
166.4500 -16.1874
166.5060 -16.3000
166.5620 -16.4378
166.6040 -16.5380
166.6590 -16.6251
166.7280 -16.7372
166.8100 -16.8363
166.8680 -16.9866
166.9500 -17.0982
167.0590 -17.2090
167.1550 -17.3074
167.1710 -17.3955
167.2150 -17.5206
167.2450 -17.6335
167.2750 -17.7590
167.3200 -17.9219
167.3500 -18.0221
167.3940 -18.1472
167.4240 -18.2473
167.4550 -18.3601
167.4860 -18.4855
167.5040 -18.6113
167.5210 -18.7118
167.6070 -18.8859
167.6800 -19.0477
167.7270 -19.2356
167.8120 -19.3716
167.8860 -19.5332
167.9430 -19.6322
168.0030 -19.7690
168.0750 -19.8926
168.1600 -20.0031
168.1910 -20.0903
168.2630 -20.2012
168.3350 -20.3246
168.3960 -20.4737
168.5120 -20.6457
168.5850 -20.7815
168.6450 -20.8926
168.7050 -21.0162
168.7760 -21.1015
168.8790 -21.2610
168.9960 -21.4198
169.0540 -21.5055
169.1430 -21.6401
169.2150 -21.7250
169.2880 -21.8225
169.3200 -21.9092
169.4190 -21.9801
169.4910 -22.0522
169.5770 -22.1236
169.7190 -22.2298
169.8350 -22.3499
169.9500 -22.4447
170.0360 -22.5157
170.1090 -22.5873
170.2210 -22.6442
170.3210 -22.7017
170.4200 -22.7591
170.5470 -22.8274
170.6600 -22.8838
170.7450 -22.9166
170.8420 -22.9486
170.9390 -22.9680
171.0370 -22.9998
171.1620 -23.0299
171.2880 -23.0724
171.3850 -23.0915
171.4960 -23.1096
171.6200 -23.1268
171.7030 -23.1464
171.8540 -23.1491
171.9500 -23.1553
172.0600 -23.1730
172.1970 -23.1763
172.2780 -23.1707
172.3610 -23.1775
172.4390 -23.1781
nan nan
146.8540 -6.9160
144.9000 -5.6152
143.2780 -4.9023
140.8970 -4.1180
140.2540 -3.6862
138.4620 -2.0916
138.1020 -2.5488
nan nan
-61.5534 18.9589
-62.1765 19.2752
-62.8467 19.5743
-63.3598 19.6915
-63.7601 19.7242
-64.3436 19.7794
-65.1285 19.8329
-66.2594 19.8246
-67.0405 19.7543
-68.0218 19.6870
-68.8528 19.5890
-69.9775 19.8015
-71.2771 20.2005
-72.3322 20.3310
-73.2385 20.2913
-74.7486 20.0372
-75.7287 19.9419
-76.9834 19.7465
-78.3607 19.4965
-79.6604 19.2642
-80.7579 19.0536
-81.7541 18.8647
-81.6248 17.8016
-82.2442 17.6907
-82.8646 17.6257
-83.7058 17.4809
-84.2479 17.3440
-84.9097 17.1066
-85.6714 16.9110
-86.9661 16.4759
-87.7228 16.2506
-88.3510 15.9583
-88.8764 15.6222
-89.3716 15.2150
-89.7180 14.8151
-90.0373 14.3923
-90.4260 13.9172
-90.8103 13.3941
-90.8980 12.5837
nan nan
-90.8980 12.5837
-90.2927 12.5426
-89.6190 12.2948
-88.9197 11.9992
-88.3190 11.6968
-87.4621 11.0959
-86.9749 10.5473
-86.3912 9.9549
-85.9336 9.4275
-85.4607 9.0668
-84.9552 9.0630
-84.5663 8.9588
-84.3165 8.7067
-84.0671 8.4544
-83.5573 8.2820
-83.0219 8.0382
-82.4914 7.3471
nan nan
-82.4914 7.3471
-82.0638 7.1894
-81.9393 7.0033
-81.7436 6.8192
-81.4101 6.8277
-81.1498 6.9051
-80.8162 6.9130
-80.5271 6.7774
-80.2651 6.7829
-80.0531 6.9055
-79.8175 7.0521
-79.5556 7.0806
-79.1733 7.0398
-78.6946 6.9288
-78.4534 6.7192
-78.3080 6.5320
-78.1141 6.2507
-77.9841 5.9389
nan nan
-77.9841 5.9389
-77.2618 6.6380
-76.5020 6.9984
-74.6169 8.0447
-73.9943 8.0905
-72.6281 8.2237
-71.3299 8.5168
-70.6933 9.2665
-70.0562 9.8490
-69.2761 10.2132
-68.2328 10.3783
-67.2637 10.4463
-66.1273 10.4337
-65.0153 10.4172
-63.8245 10.5353
-62.6409 10.4818
-62.1579 10.4585
-60.9266 10.3949
-59.9882 10.2951
-59.1214 10.2200
-58.1571 10.1597
nan nan
-58.1571 10.1597
-57.7617 10.6345
-57.5326 11.1438
-57.4238 11.6612
-57.4681 12.4273
-57.5680 13.1016
-57.7107 13.8740
-57.7906 14.4989
-57.9132 14.8642
-58.2884 15.1500
-58.5263 15.2839
-58.6661 15.4116
-58.6919 15.7703
-58.8011 15.9911
-58.8240 16.3970
-59.0883 16.9121
-59.4648 17.2431
-59.8190 17.5484
-60.0513 17.8225
-60.2784 18.1910
-60.5338 18.5131
-60.7290 18.5946
-60.9120 18.8885
-61.5534 18.9589
nan nan
-90.8980 12.5837
-91.7186 13.0801
-92.0632 13.2712
-92.2724 13.2233
-92.5992 13.4980
-92.9619 13.7221
-93.3094 13.7932
-93.6558 14.0161
-94.0552 14.2221
-94.5422 14.4786
-94.8729 14.6998
-95.1170 14.8866
-95.4663 15.0902
-95.7986 15.2765
-96.2190 15.3609
-96.7270 15.3601
-97.2174 15.3584
-97.6914 15.5080
-98.1657 15.6399
-98.5878 15.7715
-99.0281 15.9191
-99.4347 16.1340
-99.8060 16.2980
-100.3360 16.4424
-100.8670 16.6363
-101.7030 17.0256
-102.4320 17.2799
-103.2000 17.6155
-103.7920 17.9200
-104.2600 18.1763
-104.7120 18.4490
-105.0230 18.7086
-105.4430 19.0313
-105.8090 19.3214
-106.0660 19.5308
-106.1420 19.6624
-106.1660 19.8125
-106.3360 20.0579
-106.3880 20.4413
-106.4810 20.5384
-106.4880 20.7055
-106.3640 20.8170
-106.3810 21.1607
-106.5100 21.2397
-106.8270 21.5287
-106.9820 21.8066
-107.0100 22.0223
-107.1280 22.2677
-107.3530 22.4589
-107.5960 22.6657
-107.7650 22.7920
-108.0100 22.9857
nan nan
-108.0100 22.9857
-108.4650 22.0775
-108.3980 22.0404
-108.7750 21.2634
-108.6880 21.2521
-109.3500 20.0279
-105.3990 17.7679
-105.5360 17.0101
-105.3670 17.0308
-105.3980 16.2605
-105.3570 15.5576
-105.3200 15.1076
-104.6900 15.2745
-104.4370 14.0698
-103.9270 12.5868
-103.7720 11.8904
-103.8750 11.8723
-103.7390 10.9366
-103.6280 10.2746
-103.5980 10.1232
-104.2960 10.0171
-104.2960 9.1747
-104.2580 8.4557
-104.2290 8.3400
-102.9610 8.3999
-102.6590 7.1817
-102.4570 5.5290
-102.1840 3.7775
-102.2590 3.7507
-102.1990 3.4582
-102.2200 3.2819
-102.1990 2.8936
-102.2750 2.3782
-101.6700 2.4075
nan nan
-101.6700 2.4075
-100.4820 2.3010
-99.6570 2.1901
-98.9175 2.1122
-98.8886 2.2125
-97.8463 2.0766
-97.5512 2.0884
-97.5851 1.8982
-96.1750 1.8728
-96.1202 2.2378
-95.2241 2.2218
-95.1982 2.5069
-93.6107 2.3725
-92.2451 2.2269
-92.0902 2.1997
-92.1183 1.9901
-91.5376 2.0112
-91.5608 1.8166
-90.6973 1.7362
-90.6632 1.1204
-85.3861 0.8318
-85.3494 1.6444
-84.5759 1.5981
-84.5667 2.5342
-84.4671 3.1123
-83.3779 3.1648
-82.8064 3.1179
-82.6595 4.0719
-82.6370 5.0542
-82.5483 5.8330
-82.4616 6.5623
-82.4342 7.1180
-82.4914 7.3471
nan nan
65.0282 24.3824
65.9578 24.8564
67.1044 25.4987
67.2681 25.9839
67.2526 26.5184
67.2478 27.0854
67.3322 27.9115
67.3421 28.4041
67.2397 28.5731
67.2767 29.3768
67.3011 29.7948
67.8492 30.0735
68.3105 29.8780
68.6795 29.2090
69.0855 29.0959
69.8806 29.2618
70.0995 29.8402
70.2580 31.0057
69.9425 31.9130
70.9421 32.9471
71.8474 34.0048
72.4591 34.6822
nan nan
72.4591 34.6822
73.5933 33.6669
74.3142 33.1594
75.0894 32.8806
75.6749 32.1894
75.7220 31.6333
76.5210 31.1537
77.0067 30.7376
77.6407 30.5580
78.0762 30.2261
78.4224 29.8869
78.9118 29.6776
79.1969 29.3934
79.7898 29.1428
80.2265 29.0930
80.5465 28.9750
81.0430 28.7902
81.3610 28.4135
82.2004 28.1669
82.9354 27.8815
83.6667 27.5929
84.6491 27.3091
85.6219 27.1704
86.2515 27.0946
86.4809 26.7372
86.8204 26.6683
87.2186 27.0220
87.7450 26.9089
88.3200 26.8850
89.2821 27.0268
89.7724 26.8472
90.3294 26.9370
91.2580 27.0075
92.3047 27.0564
93.2334 27.1165
93.5704 27.1098
94.1890 27.5008
94.8287 27.9182
95.4657 28.1832
96.2345 28.1349
nan nan
96.2345 28.1349
95.9975 27.1638
95.8708 26.5387
95.1894 25.7639
94.7208 25.1902
94.0978 24.2712
93.8643 23.5069
93.7802 22.7084
93.8313 22.0729
94.2220 21.3847
94.2507 20.5675
94.5186 19.6689
94.8719 19.0704
94.8454 18.0871
95.7069 15.6118
96.2639 14.8985
95.6711 13.4801
95.3051 12.6751
95.1090 12.3184
94.6455 11.1855
94.3712 10.6810
93.8373 10.1232
93.6140 9.7082
93.8154 8.0859
94.0270 7.5572
92.2781 6.9476
nan nan
125.6790 78.1326
127.1810 77.2341
128.0500 76.0501
128.9550 74.9380
130.2000 74.0179
131.2630 73.3715
132.4830 72.6946
134.0170 71.8654
134.8540 71.2683
135.5950 70.6916
135.9620 70.5295
136.7580 69.9536
137.3680 69.6349
138.5230 69.0423
139.3810 67.9097
141.2420 66.9794
143.7310 66.3181
145.2090 66.0230
147.0900 64.6954
148.7640 63.6648
150.4040 62.6191
151.8060 61.3212
153.4120 59.9508
153.1760 59.4593
152.3510 58.9617
150.3100 57.9622
147.9720 56.8544
145.3080 55.6528
144.7590 55.1468
142.0160 53.8790
142.5370 53.4720
142.9950 51.8974
142.4310 50.6556
142.5010 48.7742
142.3880 47.0122
141.2260 45.1645
141.7560 43.7130
144.4540 40.8470
nan nan
-18.5765 67.4412
-18.3095 67.7360
-18.0322 68.0645
-17.7013 68.3988
-17.3264 68.6989
-17.1523 68.8654
-16.4883 68.8087
-16.2621 69.0371
-16.0313 69.2652
-15.7156 69.5499
-15.4245 69.8397
-15.0245 70.1685
-14.7339 70.3891
-14.4479 70.3539
-14.2367 70.5174
-14.0364 70.7261
-13.8924 70.8158
-13.3957 70.7716
-12.9046 70.6977
-12.2549 70.5630
-12.0094 70.7065
-11.6689 70.8763
-11.3563 71.0519
-11.8649 71.1472
-12.3591 71.2522
-12.1057 71.3958
-11.7138 71.5878
-11.3695 71.7744
-10.3560 71.6145
-9.3934 71.4561
-7.9412 71.2166
-7.3747 71.1248
-6.8999 71.2816
-6.3327 71.3872
-5.9171 71.4646
-5.6985 71.5398
-5.1573 71.4310
-4.7412 71.3332
-4.3604 71.4324
-4.0724 71.4905
-3.6923 71.3980
-2.9366 71.5002
-2.3989 71.5917
-1.7425 71.6851
-0.9750 71.8151
-0.3925 71.9105
0.2811 72.0148
0.9007 72.1337
1.9906 72.3278
2.7810 72.4331
3.6094 72.5801
4.2999 72.6970
4.9696 72.8205
5.5860 72.9243
6.0551 73.0188
6.7817 73.1448
7.0707 73.2035
7.3910 73.2524
7.7912 73.3712
8.1502 73.4272
8.3858 73.4853
8.6521 73.5335
8.8380 73.6282
8.9570 73.7064
9.0369 73.7585
9.1396 73.8820
9.2029 73.9795
9.2077 74.0964
9.1526 74.2327
9.1326 74.3772
8.9840 74.5426
8.7810 74.7631
8.6304 74.9462
8.4603 75.0755
8.2122 75.1882
7.9464 75.3817
7.8416 75.5273
7.6033 75.7289
7.5929 75.9807
7.5152 76.1167
7.4804 76.2790
7.5571 76.4307
7.5630 76.6015
7.6155 76.7985
7.6223 76.9692
7.6720 77.1484
7.8090 77.4791
7.8800 77.7119
7.7712 77.9112
7.8269 78.0903
7.7848 78.2347
6.7755 78.4438
5.5921 78.6410
4.6907 78.8058
3.8571 78.9500
3.4317 79.0302
3.9007 79.2280
4.3903 79.5327
3.2959 79.6575
2.3776 79.7797
1.4866 79.9085
0.6279 80.0264
-0.2507 80.1421
-0.9688 80.2132
-1.7656 80.3085
-2.3408 80.3704
-1.6839 80.6248
-2.9416 80.7555
-3.3638 80.7922
-2.7795 80.9929
-2.4141 81.1256
-3.4541 81.2505
-4.6412 81.3697
-4.1521 81.5521
-3.9091 81.6203
-5.0330 81.9128
-4.5366 82.0501
-3.7961 82.2903
-3.6999 82.3281
-5.0098 82.5194
-5.8654 82.6912
-7.2124 82.8685
-6.2343 83.0004
-5.1542 83.2491
-4.1480 83.4296
-3.2043 83.5703
-2.3626 83.6896
-1.2062 83.8642
-0.4691 83.9965
0.4050 84.1017
1.3011 84.2233
2.2351 84.3435
3.0240 84.4618
3.8482 84.5611
4.0347 84.5969
4.5076 84.5702
5.1775 84.6321
6.6654 84.7622
8.1339 84.8982
8.9377 85.0094
9.8085 84.9579
10.6588 85.0670
11.7036 85.1373
13.2420 85.2814
14.6662 85.3797
16.0626 85.4855
17.8900 85.5912
19.2845 85.6842
21.3426 85.7987
23.3470 85.8174
25.3828 85.8591
27.4273 85.8674
28.1433 85.8745
29.2294 85.8101
30.9721 85.9083
33.3400 86.0534
35.6067 86.1607
38.3013 86.2915
41.7555 86.4316
43.4795 86.4958
46.3137 86.5612
46.0625 86.5982
47.5235 86.6406
50.7696 86.7060
54.5614 86.7459
58.0178 86.7875
61.5056 86.8049
62.4625 86.7548
66.5438 86.6549
66.3010 86.6065
69.7522 86.4724
68.2081 86.3058
70.9259 86.2026
72.9842 86.1063
75.0293 85.9885
76.3260 85.9167
78.4034 85.7682
81.1027 85.6388
83.1425 85.5560
84.8021 85.4998
86.8021 85.4175
88.4863 85.3456
89.9804 85.2957
92.3129 85.2292
94.1554 85.1545
95.8392 85.1018
97.2727 85.0279
98.5682 84.9604
99.4436 84.9108
102.9180 84.6639
103.9430 84.5785
105.3020 84.4855
106.7590 84.3686
107.7090 84.2946
108.9390 84.1936
109.7270 84.1097
110.9590 83.9655
111.9740 83.8238
112.8430 83.6744
113.7230 83.5124
114.5580 83.3209
115.2580 83.1508
115.7930 83.0141
116.5820 82.7402
117.1710 82.5394
117.7550 82.2981
119.1000 82.0874
119.9840 81.5953
121.0040 81.1146
121.8980 80.6434
122.6390 80.2061
123.4080 79.7593
125.1880 78.9901
125.6790 78.1326
nan nan
-18.5765 67.4412
-18.7970 67.0701
-18.4778 66.9985
-18.5383 66.9050
-18.0342 66.7652
-18.3015 66.2917
-18.6034 65.8950
-18.9163 65.5186
-19.5278 65.1616
-19.8044 64.8649
nan nan
-29.7698 39.3996
-29.6089 39.9928
-29.6127 40.0328
-29.5802 40.0788
