#lon(degE) lat(degN)
-29.5881 40.1065
-29.6565 40.1068
-29.6398 40.2082
-29.6313 40.2851
-29.5984 40.3835
-29.5695 40.4695
-29.5770 40.5495
-29.5605 40.5987
-29.3460 40.5699
-29.2999 40.7050
-29.2777 40.8710
-29.2560 40.9847
-29.2420 41.1261
-29.2286 41.2153
-29.3223 41.2467
-29.2920 41.3849
-29.2452 41.5200
-29.2060 41.6828
-29.2003 41.7997
-29.1616 41.9101
-29.2606 41.9294
-29.2420 42.0831
-29.2449 42.1754
-29.2233 42.2368
-29.2226 42.2891
-29.4347 42.2905
-29.3918 42.4133
-29.3696 42.5271
-29.3394 42.6130
-29.3177 42.6744
-29.3214 42.7145
-29.3715 42.7240
-29.3492 42.8378
-29.3268 42.9515
-29.3175 43.0284
-29.3168 43.0807
-29.1736 43.0796
-29.0914 43.2082
-29.0079 43.3890
-28.9339 43.4929
-28.8845 43.6278
-28.8405 43.6981
-28.7964 43.7684
-28.5237 43.7680
-28.5131 43.8448
-28.4809 43.9305
-28.4827 44.0229
-28.4549 44.0963
-28.4364 44.1453
-28.4349 44.1976
-28.3666 44.1843
-28.3200 44.3067
-28.2825 44.4046
-28.2574 44.5180
-28.2150 44.6281
-28.1676 44.7505
-28.1438 44.8116
-28.1421 44.8639
-28.1057 44.9094
-28.1575 44.9196
-28.1385 44.9685
-28.1146 45.0296
-28.1002 45.0663
-28.0763 45.1274
-27.9945 45.0983
-27.9877 45.1628
-27.9857 45.2151
-27.9790 45.2796
-27.9721 45.3441
-27.9374 45.3373
-27.9354 45.3896
-27.9382 45.4296
-27.9236 45.4663
-27.8714 45.4561
-27.8616 45.4805
-27.8644 45.5206
-27.8770 45.5362
-27.8246 45.5259
-27.7952 45.5992
-27.7734 45.7003
-27.7592 45.8293
-27.7394 45.8782
-27.6994 45.8835
-27.6971 45.9358
-27.6773 45.9846
-27.6020 45.9830
-27.5847 46.0719
-27.5723 46.1486
-27.5649 46.2131
-27.5120 46.2027
-27.4893 46.3037
-27.4868 46.3560
-27.4717 46.4850
-27.4463 46.6383
-27.4437 46.6906
-27.4360 46.7551
-27.3775 46.7568
-27.3774 46.8491
-27.3466 46.9223
-27.3336 46.9990
-27.3819 47.1140
-27.4407 47.2047
-27.4741 47.2640
-27.4612 47.3406
-27.4585 47.3929
-27.4636 47.4731
-27.4429 47.5219
-27.4480 47.6020
-27.4635 47.6578
-27.5644 47.6508
-27.5905 47.7746
-27.6218 47.8861
-27.6351 47.9942
-27.6536 48.0900
-27.7036 48.2050
-27.7118 48.3252
-27.7306 48.4210
-27.7494 48.5169
-27.7602 48.5848
-27.8895 48.6089
-28.0108 48.6050
-28.0353 48.6885
-28.0868 48.8034
-28.1622 48.9093
-28.2058 48.9962
-28.2631 49.0987
-28.3174 49.1611
-28.3530 49.2201
-28.4262 49.2858
-28.4518 49.3693
-28.4861 49.4806
-28.5446 49.5830
-28.5619 49.6386
-28.7183 49.6528
-28.8181 49.6570
-28.8686 49.7314
-28.8952 49.8148
-28.9600 49.9047
-28.9868 49.9880
-28.9947 50.0681
-29.0217 50.1515
-29.1265 50.1954
-29.1982 50.2206
-29.3218 50.3199
-29.4266 50.4159
-29.5081 50.4686
-29.5368 50.4995
-29.6619 50.5984
-29.7680 50.6941
-29.8309 50.7435
-29.8746 50.7897
-29.9085 50.8605
-29.9425 50.9313
-29.9815 50.9898
-29.9765 51.1067
-30.0010 51.2544
-29.9961 51.4236
-30.0010 51.6205
-30.0060 51.7652
-30.0110 51.8575
-30.0361 51.9528
-30.0262 52.0297
-30.3764 52.0568
-30.8074 52.0945
-31.0579 52.1048
-31.2684 52.1089
-31.2527 52.2628
-31.2651 52.3427
-31.2573 52.4197
-31.5817 52.4649
-31.8660 52.5038
-32.0535 52.5160
-32.3589 52.5564
-32.6486 52.5810
-32.8570 52.5946
-33.0204 52.6151
-33.3354 52.6281
-33.7119 52.6477
-34.1745 52.6630
-34.5719 52.6822
-34.9248 52.7080
-34.8837 52.7036
-35.0107 52.7044
-35.1376 52.7051
-35.1561 52.8611
-35.1613 52.9901
-35.1837 53.1336
-35.1828 53.2105
-35.3248 53.2380
-35.2818 53.3875
-35.2565 53.4747
-35.2457 53.5121
-35.4517 53.5459
-35.3950 53.6684
-35.3272 53.8282
-35.2698 53.9507
-35.2012 54.1105
-35.1469 54.2204
-35.1210 54.3076
-35.3132 54.3269
-35.4878 54.3313
-35.4123 54.5161
-35.3651 54.6781
-35.2890 54.7860
-35.2739 54.9127
-35.2120 54.9707
-35.3386 54.9959
-35.2508 55.1412
-35.1732 55.3259
-35.0804 55.4835
-34.9717 55.6909
-34.9006 55.7738
-34.8774 55.8485
-34.6376 55.8119
-34.6203 55.9386
-34.5583 56.0608
-34.5104 56.2101
-34.4927 56.3368
-34.4604 56.4363
-34.4402 56.4985
-34.3460 56.5020
-34.3214 56.5766
-34.2474 56.6592
-34.2185 56.7462
-34.0724 56.6929
-34.0430 56.7799
-34.0035 56.8274
-33.9781 56.9019
-33.7961 56.8833
-33.6824 56.8715
-33.5871 56.8745
-33.5662 57.0010
-33.5354 57.0880
-33.5090 57.1625
-33.4966 57.2643
-33.3773 57.2647
-33.2031 57.2849
-33.0703 57.4512
-33.0104 57.5480
-32.9641 57.6076
-32.9177 57.6671
-32.8065 57.6422
-32.7082 57.7735
-32.6188 57.8800
-32.4918 57.9566
-32.4724 58.0062
-32.2805 57.9979
-32.1225 58.1484
-31.9835 58.2492
-31.8723 58.3402
-31.7996 58.3967
-31.7451 58.4683
-31.5560 58.4466
-31.4274 58.5743
-31.3031 58.6896
-31.1780 58.8048
-31.0392 58.8923
-30.9770 58.9759
-30.7911 58.9408
-30.6466 59.0925
-30.4527 59.2383
-30.3055 59.3897
-30.1630 59.5286
-30.0429 59.6182
-29.8495 59.7508
-29.6362 59.8678
-29.5075 59.9692
-29.3717 60.0827
-29.2229 60.1685
-29.1165 60.2727
-29.0286 60.3400
-28.9176 60.2995
-28.8281 60.4189
-28.6435 60.5654
-28.4072 60.7050
-28.1940 60.8476
-28.0249 60.9565
-27.8546 61.0653
-27.5827 61.2524
-27.3876 61.3972
-27.2236 61.5331
-27.0326 61.6652
-26.7658 61.8264
-26.5270 61.9386
-26.3071 62.1062
-26.1085 62.2371
-25.8741 62.3761
-25.6458 62.5027
-25.4501 62.6206
-25.3103 62.6135
-25.1558 62.7107
-25.0352 62.7995
-24.8881 62.9244
-24.7215 62.9931
-24.5188 63.1097
-24.2522 63.2300
-24.0101 63.3540
-23.7392 63.4734
-23.4847 63.5683
-23.3284 63.6515
-23.0573 63.6493
-22.8703 63.7679
-22.5390 63.8363
-22.2492 63.8164
-22.0677 63.9220
-21.7309 63.8119
-21.4003 64.0144
-21.1675 64.2064
-20.9013 64.1200
-20.6153 64.3300
-20.3471 64.5160
-20.1811 64.6240
-19.8044 64.8649
nan nan
138.1020 -2.5488
134.3620 -1.4351
nan nan
144.4540 40.8470
144.4790 40.5494
144.3990 40.3668
144.3280 40.2029
144.2830 40.0672
144.2540 39.9281
144.2250 39.7667
144.2360 39.5572
144.2030 39.3737
144.1890 39.1233
144.1190 38.9086
144.0610 38.7095
144.0170 38.5356
143.9730 38.3585
143.9280 38.1655
143.8880 37.9281
143.8430 37.7097
143.7430 37.4792
143.6370 37.2899
143.5180 37.0594
143.4080 36.8604
143.2750 36.6488
143.1510 36.5195
143.0200 36.3393
142.8870 36.2636
142.7610 36.1878
142.6810 36.0642
142.6060 36.0009
142.5550 35.9438
142.4600 35.6730
142.3250 35.5027
142.2210 35.3333
142.1700 35.2168
142.0670 35.1636
142.0290 34.8886
141.9920 34.6663
141.8300 34.4219
nan nan
-124.7420 40.3134
-127.5790 40.4500
-127.5790 40.5385
-127.7170 40.5726
-127.5600 41.5888
-127.4460 41.5551
-127.4010 41.6405
-127.2410 41.6921
-127.0390 42.3570
-126.6270 43.0136
-130.4800 44.5892
-130.3670 44.9295
-130.0690 45.2854
-130.1870 45.4140
-129.9360 45.7362
-129.8690 45.8960
-130.0730 45.9427
-130.0510 46.1958
-129.9170 46.2291
-129.8030 46.4332
-129.5720 46.4015
-128.9380 47.7270
-129.1900 47.8354
-128.9400 48.3236
-129.1470 48.4760
-128.9190 48.8687
-130.5010 49.4794
-130.1620 49.9827
-130.3000 50.0554
-130.1620 50.2172
-130.3290 50.2979
-130.2540 50.4647
-130.7530 50.9076
-131.0740 51.1851
-130.8500 51.6121
nan nan
-124.7420 40.3134
-124.9530 40.6333
-124.9330 40.8839
-125.0890 41.1354
-125.1820 41.3801
-125.3090 41.6522
-125.2810 41.8176
-125.3130 41.9856
-125.3310 42.1419
-125.2900 42.2845
-125.2090 42.3588
-125.1980 42.4917
-125.2680 42.5614
-125.2890 42.8624
-125.2890 43.0514
-125.3430 43.1426
-125.3940 43.2671
-125.4740 43.4260
-125.4800 43.7375
-125.4500 43.9254
-125.4290 44.0023
-125.3620 44.0663
-125.3720 44.3226
-125.3720 44.5227
-125.3760 44.6675
-125.4340 44.7254
-125.4370 44.8813
-125.4350 45.1036
-125.5170 45.4738
-125.6550 45.9461
-125.7730 46.2950
-125.8760 46.6433
-125.9980 46.9697
-126.0850 47.3503
-126.3700 47.7480
-126.4860 47.9956
-126.7330 48.2910
-127.0180 48.5646
-127.3780 48.7502
-127.6080 48.8768
-127.8180 49.0802
-127.8520 49.4906
-128.0290 49.7814
-128.2830 49.8847
-128.4140 50.0856
-128.7190 50.3103
-129.0100 50.4787
-129.4600 50.6472
-129.7380 50.8359
-129.9820 51.1013
-130.2120 51.2777
-130.5480 51.3981
-130.8500 51.6121
nan nan
144.4540 40.8470
145.7100 41.7880
146.6900 42.3623
147.3450 42.6851
148.3400 43.2079
149.3110 43.7205
150.3390 44.1874
151.4190 44.7040
152.2400 45.1576
153.5280 45.8973
154.1950 46.4400
155.1410 47.2632
156.3530 48.1828
157.0240 48.6594
158.1210 49.5524
159.1740 50.1545
159.8770 50.8551
160.5990 51.4877
160.9450 52.1588
161.5840 52.6540
162.4580 53.0032
162.7900 53.6249
163.2820 54.3468
164.0480 55.2245
nan nan
164.0480 55.2245
166.0770 55.0649
166.3860 55.5285
168.1160 54.8629
168.9270 54.0711
169.9910 53.6213
171.1870 53.2939
172.6970 52.6588
174.2660 52.2047
175.6880 51.3038
176.7200 50.8957
nan nan
176.7200 50.8957
177.7640 50.7859
178.6730 50.7116
179.7170 50.7098
nan nan
-179.0250 50.5979
-177.7630 50.5558
-176.3460 50.6579
-174.9080 50.8254
-173.3280 50.9632
-171.6340 51.1698
-170.1590 51.4387
-169.0520 51.6869
-167.9900 52.0007
-166.8190 52.2568
-165.3900 52.6443
-163.9340 52.9879
-162.4130 53.3672
-160.9100 53.6209
-159.3440 53.8555
-157.9860 54.1008
-156.1380 54.5272
-155.2390 54.7845
-154.1600 55.2390
-153.1640 55.6104
-152.2270 56.0583
-151.2180 56.3092
-150.5470 56.4994
-150.0810 56.6229
-149.2200 56.9251
-148.2570 57.3469
-147.4490 57.8319
-146.7590 58.3521
-145.7560 59.2735
nan nan
-145.7560 59.2735
-144.9770 59.5759
-144.3160 59.9182
-143.3320 60.2057
-142.4050 60.4650
-141.5980 60.4009
-141.0740 60.3099
-140.1280 60.3809
-139.3960 60.0897
-138.8600 59.7619
-138.3530 59.3357
-137.8190 58.9251
-137.1070 58.4379
-136.8950 58.0895
-136.5220 57.6342
-136.2090 57.1178
-135.9030 56.6210
-135.4290 56.1024
-135.1800 55.8186
-134.6690 55.3165
-134.1510 54.8122
-133.8400 54.3774
-133.4260 53.9241
-133.0930 53.5217
-132.7140 53.1270
-132.1690 52.6971
-131.5920 52.2591
-131.1770 51.8858
-130.8500 51.6121
nan nan
-124.7420 40.3134
-124.4160 40.3107
-124.1630 39.9142
-123.8900 39.4388
-123.5970 38.9971
-123.3050 38.5406
-122.6960 37.8740
-122.3800 37.5270
-122.0050 37.2048
-121.3050 36.6983
-120.8970 36.3377
-120.4380 35.9102
-119.9360 35.4502
-119.3290 34.9812
-118.9120 34.8373
-118.4000 34.6580
-118.0720 34.5641
-117.7460 34.4412
-117.5070 34.3498
-117.1590 34.1811
-116.6600 34.0424
-116.2090 33.7711
-115.7730 33.4211
nan nan
-115.7730 33.4211
-115.5960 33.2366
-115.7170 33.1297
-115.5940 33.0402
-115.5080 32.9581
-115.5810 32.8760
-115.4120 32.7100
-115.2120 32.5118
-115.3300 32.4183
-115.0850 32.2359
-114.7650 31.9952
-114.5220 31.7860
-114.3320 31.6016
-114.2070 31.4585
-114.1180 31.3557
-114.3300 31.1936
-114.4390 31.0972
-114.3030 30.9123
-114.1290 30.6797
-113.9860 30.5134
-113.8070 30.3135
-114.0410 30.1205
-113.9090 29.9820
-113.7580 29.8344
-113.8700 29.7298
-113.9690 29.6458
-113.7750 29.4397
-113.5210 29.2054
-113.2810 29.0084
-113.3390 28.9498
-113.0870 28.7147
-112.8120 28.4987
-112.5890 28.3223
-112.3210 28.1249
-112.0150 27.9060
-111.7110 27.6935
-111.5060 27.5700
-111.3820 27.4969
-111.5690 27.2152
-111.3730 27.1053
-111.5060 26.9267
-111.2280 26.7234
-110.9570 26.5350
-110.7580 26.4159
-110.6800 26.3605
-110.7780 26.2249
-110.5720 26.0661
-110.2910 25.8895
-110.0240 25.7063
-109.8720 25.6073
-109.8060 25.5567
-110.0070 25.3392
-109.7880 25.1797
-109.5910 25.0163
-109.3500 24.8568
-109.1780 24.7348
-109.0620 24.6582
-109.2760 24.3960
-109.0020 24.1515
-108.8060 23.9844
-108.6100 23.8141
-108.4390 23.6743
-108.3570 23.6135
-108.6510 23.2413
-108.3880 23.0822
-108.0100 22.9857
nan nan
-61.5534 18.9589
-59.9483 19.4561
-57.4944 19.0521
-56.1178 18.3346
-54.8505 17.3867
-53.4580 17.0328
-52.3023 16.6417
-51.0206 16.1474
-50.4634 15.9467
-49.8007 16.0596
-49.2050 16.1089
-48.5120 16.0904
-47.6882 16.0341
-47.3992 15.8026
-46.7658 15.4506
nan nan
-101.6760 2.4075
-100.8350 1.5008
-101.5540 0.8095
-102.3030 0.4018
-102.0530 0.2147
-102.3970 -0.5032
-102.5240 -1.2828
-102.3990 -1.2834
-102.4620 -1.5327
-102.3070 -1.5959
-102.4020 -1.9075
-102.6210 -1.9061
-102.6870 -2.4357
-102.7540 -2.9339
-102.5660 -2.9357
-102.5710 -3.4347
-102.7350 -4.0564
-104.5390 -3.8444
-104.6990 -4.1516
-105.3800 -4.0785
-105.5440 -4.5694
-106.2530 -4.4939
-106.4500 -5.0432
-106.5870 -5.6238
-106.7410 -5.6199
-106.7520 -6.0187
-106.8450 -6.0162
-106.9500 -6.4428
-107.4410 -6.3667
-107.6070 -6.7592
-107.6530 -7.1859
-107.8800 -7.5141
-108.0630 -8.2401
-108.1920 -8.3569
-108.3200 -9.1448
-109.7560 -8.9245
-109.8570 -9.6766
-110.0710 -9.6651
-110.2180 -10.0804
-110.2920 -10.8017
-110.4470 -10.8224
-110.4850 -11.3942
-110.6750 -11.4724
-110.9260 -11.9684
-111.0770 -12.7417
-110.8920 -12.7553
-111.0070 -13.4108
-111.1910 -13.3964
-111.2660 -13.5413
-112.4260 -13.3863
-112.4390 -13.8646
-112.5810 -14.0619
-112.6130 -14.7180
-112.7660 -14.7038
-112.9730 -15.7917
-113.0660 -16.3513
-112.9730 -16.3609
-113.1650 -16.6703
-113.0410 -16.6834
-113.2410 -17.0515
-113.1170 -17.0650
-113.3290 -17.5211
-113.1740 -17.5384
-113.3880 -17.9938
-113.2640 -18.0081
-113.3830 -18.4442
-113.5200 -18.7579
-113.3640 -18.7766
-113.6230 -19.2852
-113.4980 -19.3006
-113.6850 -19.7275
-113.8200 -20.4307
-113.8960 -20.7210
-114.0530 -20.7000
-114.2470 -21.7241
-114.4050 -21.7018
-114.4340 -21.8778
-114.3350 -22.2525
-114.4880 -22.2003
-114.6570 -22.8062
-114.5770 -23.0888
-115.0060 -23.1138
-115.0010 -23.4449
-115.4320 -23.6473
-115.3970 -23.9829
-116.3600 -24.3630
-116.1280 -25.1517
-115.8280 -25.6239
-115.4820 -26.0447
-115.1750 -26.3388
-114.7160 -26.5675
-112.9360 -26.8538
-112.9660 -27.1849
-112.7990 -27.7305
-112.6760 -29.0057
-111.7060 -29.2496
-111.6710 -30.1178
-111.8760 -31.4125
-112.0720 -32.1225
-112.3600 -32.1056
-112.5150 -32.7596
-112.3820 -33.2776
-112.6140 -33.7643
-112.7070 -34.2753
-110.6710 -34.5839
-110.8570 -34.9317
nan nan
-76.0062 -45.6585
-75.8214 -44.8494
-75.7824 -44.0506
-75.6316 -43.6482
-75.5580 -42.9722
-75.4017 -42.2845
-75.3922 -41.3666
-75.1889 -40.8628
-75.1948 -40.3589
-75.1278 -39.8131
-75.1495 -39.5644
-74.9883 -39.0681
-74.8359 -38.5420
-74.6548 -38.1376
-74.5956 -37.5635
-74.4416 -36.7249
-74.2617 -36.1653
-73.8974 -35.5777
-73.6755 -34.8876
-73.2457 -34.2904
-72.9375 -33.8369
-72.8610 -33.3585
-72.8890 -32.7419
-72.7622 -32.3188
-72.6783 -31.5313
-72.6181 -30.9652
-72.5999 -30.1903
-72.5546 -29.5357
-72.4332 -28.9014
-72.1698 -28.2776
-71.9578 -27.7547
-71.8471 -27.2478
-71.7525 -26.6522
-71.6283 -25.8397
-71.5243 -25.0928
-71.4659 -24.2626
-71.3895 -23.5227
-71.3475 -22.7584
-71.3068 -21.9654
-71.2495 -21.2622
-71.3228 -20.7577
-71.3623 -20.2491
-71.4865 -19.8112
-71.7465 -19.2981
-72.2664 -18.7215
-72.7366 -18.2567
-73.3997 -17.7470
-73.9493 -17.3735
-74.6095 -16.8230
-75.2923 -16.3302
-75.9163 -15.7355
-76.4029 -15.2185
-77.1254 -14.4675
-77.6388 -13.9136
-78.1476 -13.3872
-78.6654 -12.6414
-79.1472 -11.8903
-79.6181 -11.2906
-79.9966 -10.5603
-80.3684 -9.9209
-80.7010 -9.4340
-81.0406 -8.6654
-81.3747 -7.9884
-81.5492 -7.3060
-81.7840 -6.6554
-81.9541 -6.0027
-81.9985 -5.2534
-82.0098 -4.5035
-81.9258 -3.7213
-81.7744 -3.2512
-81.6519 -3.0002
-81.5318 -2.4375
-81.5985 -1.8138
-81.4146 -1.0955
-81.2294 -0.2845
-80.8866 0.4319
-80.5738 1.0534
-80.2917 1.5494
-79.7913 2.0737
-79.1646 2.7802
-78.6617 3.3920
-78.3419 4.0659
-78.0800 4.8315
-77.9101 5.5053
-77.9841 5.9389
nan nan
134.3620 -1.4351
133.9850 -0.8775
133.2550 -0.5284
132.3040 -0.2428
131.4170 -0.1476
130.4360 -0.0210
129.1720 0.0422
128.3210 0.1052
127.3770 0.1364
126.7170 0.1362
nan nan
126.7170 0.1362
126.7900 0.6386
126.9560 1.1834
127.2260 1.7709
127.4970 2.1705
127.6630 2.5279
127.6170 3.1779
127.5070 3.7224
127.4190 4.1620
127.3730 4.5808
127.4310 5.0008
127.5110 5.3583
127.5060 5.7777
127.2910 6.0893
127.1970 6.7167
127.1900 7.1568
127.2030 7.6181
127.3000 8.0602
127.1620 8.6235
127.0240 9.1236
126.9080 9.5401
126.7900 10.0191
126.6520 10.3926
126.4710 10.7646
126.3260 11.3466
126.2480 11.8046
126.1710 12.1788
125.9700 12.4441
125.7660 12.7299
125.5600 13.0987
125.3290 13.5077
125.2750 13.7563
125.0680 14.0819
124.9060 14.3255
124.8490 14.6360
124.5530 14.9564
124.1270 15.2696
123.6540 15.6411
123.1830 15.5745
122.6690 15.5254
122.4320 15.5326
122.5100 15.9930
122.7000 16.3982
122.8830 16.9278
122.6520 17.4534
122.5420 18.0896
122.7440 18.6218
122.8690 19.0040
122.7830 19.5592
122.8460 20.1664
123.0530 20.6384
123.0010 21.2798
123.1350 22.0807
123.0870 22.6395
123.0870 23.1396
123.7410 23.1880
124.4170 23.2562
125.2500 23.3942
125.7670 23.5095
126.2740 23.7907
126.8270 24.1151
127.3070 24.5396
127.9070 24.9689
128.4620 25.4576
128.9780 25.8591
129.3600 26.1908
129.7850 26.6709
130.2110 27.2135
130.5230 27.7094
130.6490 28.1358
131.0970 28.3182
131.3090 28.4508
131.4670 28.7508
131.6280 28.9874
131.7600 29.3921
132.1350 29.8657
132.4440 30.1468
132.7140 30.1095
133.0040 30.2834
132.7720 30.7871
132.7420 31.0403
132.9120 31.1277
133.0610 31.1300
133.4990 31.5165
134.0410 31.8812
134.6880 32.2017
134.8870 32.4347
135.2130 32.5615
135.6150 32.5813
135.9670 32.6425
136.5230 32.8697
137.0310 33.0528
137.5460 33.4028
138.0650 33.7505
138.3820 34.0593
138.5060 34.5842
138.6550 35.0449
nan nan
138.6550 35.0450
139.1950 35.0063
140.0110 34.8487
140.7490 34.7317
141.3530 34.5751
141.8300 34.4219
nan nan
134.3620 -1.4351
134.4610 -0.3383
134.4610 0.7404
134.4290 1.3748
134.3650 2.1997
134.2690 2.8975
133.9190 3.4682
133.7920 3.8804
134.0140 4.1979
134.0130 4.5151
133.9810 4.8640
134.0440 5.4668
134.2980 5.8479
134.4250 6.6094
134.5210 6.9902
nan nan
134.5210 6.9902
135.4150 6.8951
136.1830 6.9889
136.7590 7.3677
137.5290 7.8712
137.9820 8.5336
138.3090 9.1962
138.5730 9.9537
138.7100 10.6488
138.8130 11.1225
139.5850 10.9852
140.6130 10.9049
141.2940 11.1757
142.1370 11.4718
142.8130 11.5174
143.4580 11.6250
144.1050 11.8248
144.9280 12.4231
145.4560 12.8094
146.1500 13.2798
146.6210 13.7259
147.0980 14.2627
147.3300 14.9657
147.5640 15.6364
147.6520 16.5014
147.8020 17.2690
147.7610 18.0489
147.7720 18.6390
147.5460 19.1213
147.3880 19.6306
147.1370 20.2403
146.9450 20.7530
146.4740 21.5668
146.0160 22.1614
145.3520 22.7698
144.7060 23.2504
144.0220 23.7632
143.5460 24.3571
143.0980 24.9176
143.0750 25.6124
143.2310 26.3289
143.2600 26.7370
143.2430 27.4633
143.1720 27.9407
143.0020 28.5187
142.7480 28.9754
142.5070 29.6208
142.4730 30.1282
142.2240 30.7110
142.1590 31.3152
142.0990 31.9825
141.9940 32.5576
142.0120 33.2525
141.8580 33.7039
141.8910 34.1134
141.8300 34.4219
nan nan
58.2392 12.7455
56.9192 9.9708
56.9775 9.8572
57.0289 9.8575
57.2606 9.6814
57.4906 9.9416
58.0630 9.5324
58.0184 9.4501
58.2625 9.2926
58.1476 9.0898
58.4302 8.8626
58.2514 8.6469
58.6106 8.4008
58.9183 8.1669
58.8800 8.0972
59.3092 7.7683
59.2197 7.6731
60.1789 6.9508
60.0383 6.7669
60.6701 6.3098
61.1417 5.9095
61.6573 5.4897
61.5293 5.2616
61.9997 4.9113
62.4568 4.5227
63.0023 4.1081
62.8678 3.8929
63.3307 3.6307
63.3882 3.7001
63.8192 3.4821
63.8898 3.6022
64.6181 3.2170
64.6822 3.2990
65.2128 2.9208
65.4890 3.2991
65.9626 2.9715
66.3795 2.7520
66.1794 2.3925
65.9923 2.0520
66.3328 1.8587
66.6728 1.6209
66.4925 1.3314
66.8698 1.0679
66.6573 0.7220
67.1594 0.3371
66.8392 -0.0388
67.2089 -0.3398
67.0231 -0.5779
67.6620 -1.0396
67.3671 -1.4400
67.9291 -1.9130
67.7884 -2.0877
68.2490 -2.5402
67.8921 -2.8880
68.2702 -3.3513
68.6672 -3.7707
68.3485 -4.1176
68.7510 -4.5488
68.1985 -5.0419
68.6069 -5.4719
68.2191 -5.8910
67.7823 -6.2593
68.2738 -6.8109
68.2738 -6.8109
69.0101 -6.5372
69.8033 -6.4427
70.7868 -6.5057
71.8337 -6.6948
72.8807 -7.0413
73.3883 -7.0413
73.5469 -6.1904
73.7055 -5.7802
73.7690 -4.9273
73.9911 -3.6935
74.2132 -2.8066
74.1814 -1.6971
74.5938 -1.1579
74.7842 -0.4600
74.7842 0.1110
82.3456 -1.3800
84.5876 -1.8028
87.0410 -2.1833
88.6062 -2.1410
88.6485 -0.8301
88.7754 0.7773
88.7754 2.9756
88.9446 4.2421
90.1290 5.2117
90.9751 5.8012
91.5673 6.3901
92.2781 6.9476
92.2781 6.9476
94.0270 7.5572
93.8154 8.0859
93.6140 9.7082
93.8373 10.1232
94.3712 10.6810
94.6455 11.1855
95.1090 12.3184
95.3051 12.6751
95.6711 13.4801
96.2639 14.8985
95.7069 15.6118
94.8454 18.0871
94.8719 19.0704
94.5186 19.6689
94.2507 20.5675
94.2220 21.3847
93.8313 22.0729
93.7802 22.7084
93.8643 23.5069
94.0978 24.2712
94.7208 25.1902
95.1894 25.7639
95.8708 26.5387
95.9975 27.1638
96.2345 28.1349
96.2345 28.1349
95.4657 28.1832
94.8287 27.9182
94.1890 27.5008
93.5704 27.1098
93.2334 27.1165
92.3047 27.0564
91.2580 27.0075
90.3294 26.9370
89.7724 26.8472
89.2821 27.0268
88.3200 26.8850
87.7450 26.9089
87.2186 27.0220
86.8204 26.6683
86.4809 26.7372
86.2515 27.0946
85.6219 27.1704
84.6491 27.3091
83.6667 27.5929
82.9354 27.8815
82.2004 28.1669
81.3610 28.4135
81.0430 28.7902
80.5465 28.9750
80.2265 29.0930
79.7898 29.1428
79.1969 29.3934
78.9118 29.6776
78.4224 29.8869
78.0762 30.2261
77.6407 30.5580
77.0067 30.7376
76.5210 31.1537
75.7220 31.6333
75.6749 32.1894
75.0894 32.8806
74.3142 33.1594
73.5933 33.6669
72.4591 34.6822
71.8474 34.0048
70.9421 32.9471
69.9425 31.9130
70.2580 31.0057
70.0995 29.8402
69.8806 29.2618
69.0855 29.0959
68.6795 29.2090
68.3105 29.8780
67.8492 30.0735
67.3011 29.7948
67.2767 29.3768
67.2397 28.5731
67.3421 28.4041
67.3322 27.9115
67.2478 27.0854
67.2526 26.5184
67.2681 25.9839
67.1044 25.4987
65.9578 24.8564
65.0282 24.3824
65.0282 24.3824
64.2753 23.6938
63.6302 23.2011
62.8788 22.6822
62.1311 22.0841
62.0957 21.4260
61.8475 21.1244
61.4902 20.6457
60.9707 19.8120
60.4557 18.7989
60.2138 18.2410
59.9202 17.4797
59.6554 16.7942
59.4722 16.0326
59.1069 15.1945
58.7457 14.2549
58.4374 13.6449
58.2392 12.7455
58.2392 12.7455
nan nan
43.6495 12.0127
43.3488 12.6917
43.1256 13.1536
42.6452 13.6833
42.3930 13.9584
42.2716 14.3981
42.2132 14.7747
41.9834 15.3004
41.7504 15.7219
41.2112 16.2091
40.6237 16.5902
40.0549 17.1792
39.8343 17.8516
39.5895 18.4192
39.2979 19.0289
38.8261 19.4475
38.3957 19.9075
38.0745 20.3891
37.9747 21.0213
37.8253 21.8434
37.5398 22.4945
37.0425 23.2259
36.5711 23.6392
36.2422 24.6260
35.8888 25.4844
35.1999 26.3530
34.5470 27.2619
34.2569 27.8853
34.8603 29.4667
34.9888 30.4599
35.2751 31.2458
35.4092 32.8627
35.4964 33.8255
35.6704 34.5381
35.7040 34.9265
35.7040 34.9265
34.7607 34.8075
34.2401 34.6651
33.6542 34.3719
32.8726 34.2713
31.4471 35.5287
30.5129 36.1568
29.5944 36.0357
29.1035 35.6311
28.1314 35.0167
27.2219 34.4159
26.2287 34.3272
25.2360 34.4611
24.4663 34.6679
23.6015 35.0857
22.3389 35.8045
21.4442 36.5988
20.4917 37.3933
19.8566 38.0575
19.0971 38.6072
18.2058 39.0090
18.0303 38.6481
17.7220 38.2430
17.2612 37.6991
16.5653 37.5113
15.8165 36.8765
15.7188 36.0532
16.4597 34.9161
14.7585 33.2635
14.7585 33.2635
13.7801 33.7762
12.0690 34.6730
9.9873 35.8993
8.5025 36.6907
6.8071 37.2201
5.1420 37.0821
3.4536 36.8509
2.3799 36.5942
1.9702 36.5026
1.2447 36.2823
0.6670 36.0723
0.0030 35.9040
